overview,name
"Marshall, Rocky, Rubble, Zuma and Skye are doing their best to protect the people of their town. Led by Ryder, a tech-savvy 10-year-old boy, each of them is equipped with special equipment and together they help anyone who finds themselves in trouble. No task is too big for them and no puppy is too small.",PAW Patrol
"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",Better Call Saul
"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",Downton Abbey
"Dr. Mark Sloan is a good-natured, offbeat physician who is called upon to solve murders.",Diagnosis: Murder
"This sitcom  series premiered in 1981 and changed its name every year, from ""Hong Kong 81"" to ""Hong Kong 86."" It was eventually replaced by a new sitcom called ""City Stories."" A total of 1330 episodes were produced, making it the second-longest-running series in Hong Kong, after ""Come Home Love: Lo and Behold"".

Each episode of this series is inspired by current social issues, with early storylines often satirizing society's flaws. The characters, such as ""Chen Ji,"" ""Mrs. Shun,"" ""Uncle Mao,"" ""Jue Wu Yin,"" ""Miss Su,"" ""A Wei,"" and ""Ah Kang,"" mostly hail from the grassroots, leaving a lasting impression on the audience. For example, ""Mrs. Shun,"" portrayed by Lydia Shum, later became a term to describe uneducated women who follow trends blindly. ""Chen Ji,"" played by Lawrence Ng, is a stockbroker who loves to show off his wealth, and his behavior typified that of many Hong Kongers, becoming a byword for the city's nouveau riche.",HK 80's
"When an officer with the Department of Homeland Security is murdered in broad daylight, LAPD detective Mark Meachum is recruited to a secret task force, alongside undercover agents from all branches of law enforcement, to investigate. But the hunt for the killer soon uncovers a plot far more sinister than anyone could have imagined, kicking off a race against time to save a city of millions.",Countdown
"Decades after her party defeated the Demon King, an old friend's funeral launches the elf wizard Frieren on a journey of self-discovery.",Frieren: Beyond Journey's End
"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",The Lord of the Rings: The Rings of Power
"One of the Lords of Dark Beasts, Clevatess’s reign shatters when he revives a hero he personally slayed and adopts an orphaned humanoid baby—the last hope to save a dying world. Now bound together, what fate awaits this unlikely trio?",Clevatess
A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,How I Met Your Mother
"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",Spartacus
"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.",INVINCIBLE
"Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",Mayday
"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.",Frasier
"Pili is a puppet show from Taiwan. It is made by Pili International Multimedia. The TV series started in 1985, and it still continues today. It is one of the most popular TV shows in Taiwan. Pili puppet show is performed by many kinds of puppets, some of them are cool, some are intelligent, and some are funny. Unlike traditional puppet shows, Pili puppet show uses state-of-the-art animation to help present its fighting art. The delicate design of the appearance and characteristics of each puppet has made Pili puppet show a well-known entertainment in Taiwan.",Pili
